boro_ctcode,asthma_rate,med_income_10thou,wghtd_avg_mmpy,prox_score
3011900,8.8,9.3854,24.8072,4.159000000000001
5011402,9,8.375,11.1,3.9969999999999994
4086900,7.4,3,19.5,4.492999999999999
2032300,8.9,8.5448,15.4,0
4036600,11.6,6.8264,16,4.144
1017000,9.3,3.6032,59.6,4.723
4032700,7.6,5.8145,33.7,1.948
1005400,7.9,17.3309,28.3099,4.106
1000201,9.5,2.95,49.401,0.117
3054400,10.1,6.0707,19.505399999999998,1.362
1011100,8.2,11.2917,48.67960000000001,4.845
4013800,8.3,6.8125,19.5,2.8400000000000003
4014100,8.9,6.6923,16.7,4.339
3018300,8.9,12.6507,42.5,4.197
5020804,9.1,10.2857,6.3,3.9979999999999993
4062600,11.5,8.3083,30.1,2.9459999999999997
3043100,9.2,5.7111,16.2,3.82
3021600,10.3,4.8716,25.8,0
4053401,11.2,9.2961,30.1,4.077
1003300,7.8,22.3438,34.5,4.943
4005500,8,7.1628,16.7,3.1599999999999997
2020601,9.9,4.8367000000000004,26.4964,4.374
3002200,9,4.1811,31.3272,4.3759999999999994
4129102,7.9,11.8824,30.203999999999997,3.1410000000000005
3012902,8.7,12.7159,27.2285,4.161
3087200,11.9,5.5902,21.8,4.122
1023900,10.8,3.9095,45.8934,4.539000000000001
1014200,7.9,19.1417,54.8,4.192
4048300,7.1,6.3811,39.198800000000006,3.3649999999999998
4046100,7.9,6.5547,36.2,1.98
3040300,11.4,6.0855,16.208699999999997,3.8
4152902,7.8,7.5702,30.1999,1.359
2034300,9.7,7.8869,15.4,3.8129999999999997
4015600,10.1,6.9152,19.5476,0.024
4058200,11.4,10.0505,30.1,3.1310000000000002
3090200,13.3,3.6583,24.9,2.151
3035300,11.8,4.7321,23.1518,1.372
2014400,11.6,2.2095,26.5,2.5460000000000003
1007300,8,11.9926,38.2,4.5569999999999995
4063900,9,7.7179,28.6282,4.759
2000200,10,5.11,22.8771,0.8170000000000001
3024800,9.1,4.994,17.8,2.9699999999999998
4069300,8.3,6.2476,42.9,3.656
2026702,10.6,3.5557,15.409600000000001,0.933
4083700,7.4,5.3707,19.5148,3.1410000000000005
3086600,12.3,5.3032,21.8,4.4079999999999995
1020600,11.4,3.1625,59.6,4.759
2046201,11.4,5.2601,25.951900000000002,2.313
1012400,7.9,12.8415,54.7452,2.759
4012000,8.9,6.2105,19.5,2.561
3022900,10.6,8.3043,21.7,2.954
1026700,8.4,4.3542,45.9,2.168
4028500,8.2,7.8508,33.7025,2.596
3055300,8.2,12.0069,23.9,3.6319999999999997
3083400,12.1,5.3578,21.8,0
2036300,12,2.2226,32.5,3.5380000000000003
3057400,8.2,8.5673,22.2,3.121
3041300,10.8,6.375,16.2,1.242
3101000,10.9,7.8583,14.9,0
3006800,9.4,5.6768,26.2,0.28900000000000003
4103900,8.1,7.7993,19.5,2.532
3010200,8.7,5.6082,32,3.1599999999999997
3118202,9.2,5.75,20,0.006
2006200,12.6,2.5206,22.9,3.184
3114600,10.5,3.5109,20,1.88
4047100,7.2,4.7083,36.2,2.94
2022102,11.3,3.2792,32.3,2.232
5007500,10.1,6.5833,10.7,4.519
4046600,9.1,6.3284,34.1719,3.386
3031100,12.4,3.7014,25.1,3.5869999999999997
4001000,8.4,9.7702,19.5,0.044
3029300,11.9,4.2238,21.7,0
2039901,11.2,2.8049,25.0288,3.4990000000000006
2011900,11.9,2.8988,16.6,4.493
3091600,13.4,1.832,24.9,0.751
2004400,12.9,1.7297,22.9,4.061999999999999
2011700,11.8,2.1595,16.6,3.7569999999999997
3059200,9,5.3177,22.2,0.21100000000000002
4099802,11.3,4.3961,6.7863999999999995,0.02
5020801,9.7,10.0543,6.3,3.603
4066000,11.3,6.8403,30.1,0.032
4042700,8.8,6.3781,36.2,3.686
2038302,12.9,2.0519,33.583600000000004,4.745
3020500,9.2,12.3274,25.1,0.9690000000000001
3050600,11.1,5.9882,19.5,4.813
2026601,9.7,6.0357,26.5,3.746
5000700,11.6,3.7952,10.7,4.139
3026400,8.9,4.8942,17.8,0
4059900,9.2,6.5446,19.6,0.145
1020101,8.9,13.875,43.7,4.452
4050201,11.2,7.125,16,0.44099999999999995
2028800,9,7.4459,13,3.8080000000000003
2042901,10.2,4.0024,24.9784,4.477
3044400,9.8,5.1975,25.8,1.883
3018200,8.7,5.3625,17.8,0.8260000000000001
1008601,7.4,15.8125,67.23,4.680999999999999
4068200,11.2,8.9,30.1,3.5140000000000002
4101700,8.4,8.6493,19.5,2.195
1001502,8,16.2158,35.638999999999996,4.0489999999999995
4061000,10.8,10.3333,30.1,2.22
3080200,11.8,6.205,21.7,4.147
4044301,9.2,2.1699,36.2,0.601
3022100,10.6,5.4898,25.1,3.948
3102200,10.8,8.7604,14.9,0
1030900,9.9,3.2295,16.4118,3.1189999999999998
3063200,9.1,6.8182,22.1927,1.6909999999999998
4028300,7.8,6.5929,33.7025,2.691
4156700,9.2,5.775,30.1,2.444
4040300,8.3,6.055,34.80250000000001,4.175
2040900,11.5,5.2956,20.3536,2.41
4099701,8,9.9342,19.5107,1.888
2007800,10.5,5.236,22.9,4.4079999999999995
3014300,8.4,11.0329,32,4.765000000000001
2020100,11.9,3.4038,32.3,4.4719999999999995
3036400,8.7,5.9712,19.4,4.173
3016100,8.6,15.0469,27.2769,4.346
4073900,7.7,9.7716,42.9,4.478
2024600,9.7,6.5473,13,1.152
1010000,7.6,9.5879,47.821600000000004,4.756
4017600,11.6,6.8167,31.4,2.206
1022600,11.2,5.1074,29.4,3.853
3027900,11.9,6.47,21.7,0
1015300,7.8,15.6435,46.253699999999995,4.611000000000001
3024200,10.3,6.3698,25.759999999999998,0.311
4090700,8.6,5.1696,19.5,2.7249999999999996
3111600,12.6,3.4413,20,3.86
1015802,8.6,9.7455,59.576,4.873
1009300,8.2,7.6933,48.7,4.79
4033700,7.8,7.3231,33.7,2.133
3030400,8.7,4.1017,17.8446,3.3009999999999997
2035800,12.1,6.9766,17.8,3.426
3065600,9.3,8.6897,14.9,0.001
4097203,13.1,3.0536,6.7932,1.338
4139900,7.2,10.6583,30.2,2.473
1017401,11,2.2217,59.6,1.613
3053800,9.9,5.5027,19.5,0
3028700,10.5,4.0969,21.7,4.114
3005602,8.9,7.4167,26.1738,1.491
4129104,8,8.1875,30.2,2.146
4061900,9.3,9.175,19.6,3.23
4016100,8.3,7.4453,16.7,4.4510000000000005
4018502,8.3,7.4799,41.1,4.3999999999999995
2017901,11,3.9036,32.3,0.226
4118900,7.3,6.163,19.5,0
4157902,7.3,11,30.1,2.372
1003900,8,20.7064,34.431,4.498
3096800,11.2,9.3347,14.9,2.88
3053300,11.7,2.6976,23.9,4.6049999999999995
5015601,9.1,10.5344,6.3,3.056
4050700,8.5,5.7153,19.6,3.2890000000000006
4002600,8.8,8.7019,19.5,0.8659999999999999
3007100,10.8,4.0938,29.8622,1.3969999999999998
1016300,8.1,12.5388,46.253699999999995,2.4430000000000005
3021200,9.2,4.4967,26.2,4.252
1021000,12.3,3.2396,58.574000000000005,4.564
4010300,8.6,7.2941,16.7,2.774
3037700,12.3,5.2367,21.7,1.044
2033700,9,9.7847,15.4,0.32499999999999996
4117100,7.7,5.8929,19.5,3.9940000000000007
4072300,7.3,11.8438,42.9,0.349
4026901,7.6,5.7359,36.2,4.173
3076800,9.4,5.1146,19.5,2.204
2014900,12.2,2.9079,12.4,3.5060000000000002
4055200,9.5,6.3261,30.205,4.246
4015100,8.3,6.9083,16.7,0.494
5025100,9.1,10.7239,10.7,2.774
3051601,12.1,5.9223,19.5069,3.024
4010100,8.5,6.7273,16.7,2.8819999999999997
2006700,12.3,1.9813,27.9,3.358
2051600,9.3,9.6366,26.3675,2.522
4044601,9.5,3.8229,16,2.052
4020800,10,8.4653,16,4.059000000000001
2001600,11.3,3.4093,22.9,2.33
4080900,8.7,7.011,34.3,3.0349999999999997
2018302,11.7,4.1894,32.3,2.635
1013100,7.6,11.9345,28.3,2.4379999999999997
3001500,9.7,8.7237,42.5,4.683
2029302,8.8,9.5239,15.3846,0.003
4070700,7.5,11.2738,42.9,1.585
4063200,11.3,11.2273,30.1,3.683
3033000,12.3,2.2933,19.4,0
4120100,7.7,6.1806,19.5,0.168
5003900,9.5,7.0586,10.7,2.3040000000000003
4051300,8.2,9.1218,19.6,0.132
5013800,9.2,8.7418,6.304799999999999,3.37
4039400,11.5,7.965,16,2.46
3110600,13.8,1.9973,20,1.744
4147900,7.7,8.9286,30.2,2.044
5017012,9.3,8.9273,6.3,3.9030000000000005
2006000,9.8,3.4898,28.9282,4.753
3057900,9.3,9.375,23.9,4.235
3037900,12.7,4.6429,21.7,0.909
4024900,7.7,5.6853,41.1,4.064
4077907,9.5,5.7827,34.3,3.2470000000000003
3040000,9,5.2125,18.4996,4.212
2023200,9.8,5.6528,13,4.157
4014500,8.9,7.4926,16.7,1.422
2004001,9.9,5.4868,22.9,3.846
3047800,10.3,4.804,25.0818,3.9029999999999996
4049301,8.3,6.6071,19.6,0.41900000000000004
1019500,8.1,8.8785,46.3,3.6960000000000006
3031701,11.2,7.875,25.1,4.357
3041900,9.9,5.655,16.2,1.443
1013600,8.3,10.8333,54.7452,2.253
3003500,9.4,11.2917,42.5,4.452000000000001
4055700,8.5,6.5799,19.6,3.8890000000000002
2039500,11.5,2.9,32.4799,4.331
1017800,9.3,5.0972,59.4808,3.04
4052600,11.9,7.6731,16,3.1559999999999997
2038000,12.6,3.7544,17.8,3.6100000000000003
4145102,7.7,9.3,30.2,4.335000000000001
3034500,12.5,4.4483,25.1,2.482
3121400,13,1.8457,20,3.441
1029100,9,4.7054,45.9,3.997
2007200,9.5,4.3197,22.9,4.562
3048600,8.6,5.025,25.8,4.759
3069200,10.9,11.8065,14.9,3.0890000000000004
1006100,8.3,21.0726,38.2113,4.307
2039100,10.5,3.1985,32.5,2.086
3081400,12.3,4.3962,21.8,4.039
4092500,8.7,4.7419,19.5,4.102
2016200,10.2,8.121,26.5,4.099
1010601,8,17.3898,67.365,3.972
3097400,12.4,6.4099,14.9,2.612
4112900,7.7,8.2173,30.2,2.151
4077500,8.1,8.6319,19.5,2.876
3036001,9.6,2.5265,19.4,0
2043400,12.5,6.2,17.8,4.122999999999999
2021700,12.3,3.642,34.5954,4.515
4026600,12.2,2.8969,16,3.5829999999999997
3012200,9.7,5.0384,31.5012,4.470000000000001
3073400,10.9,8.475,14.9,2.13
3026200,8.7,6.5577,17.8,0.994
1002800,9.3,4.4199,49.5,0
3009400,9.1,5.1042,28.8876,0.019
2013200,9.1,11.8211,26.447,0.382
1023600,11.5,4.6761,29.4,4.157
4006900,8.2,7.9953,16.7,4.652
4142900,7.8,8.475,30.2,1.6850000000000003
4061400,10.9,12.5114,30.1,0
4125700,8.5,6.1513,34.3,3.505
2025000,9.7,8.5868,13,2.9450000000000003
4115700,7.2,4.525,19.5,2.2830000000000004
4115100,8.1,7.6167,19.5,0.558
4025301,7.9,6.3864,41.1,3.591
4021400,9,5.6194,29.578599999999998,4.103
5027706,8.9,10.3897,11.1,3.649
3069601,10,8.1106,14.9,2.6430000000000002
4041300,8.8,5.5046,36.2,0.653
4011500,8,8.1458,16.7,1.746
2041500,10.1,4.3538,25,2.479
2008500,10.9,3.137,16.6,3.3439999999999994
5017005,9,10.0673,6.3,3.708
3074000,11.2,7.125,14.9,4.229
3064200,9.5,7.3583,22.100099999999998,2.864
3028300,11.8,2.9306,21.7,3.9469999999999996
1006000,7.6,16.9778,67.4325,2.321
3045200,9.3,8.2532,25.8,1.4560000000000002
2012500,11.4,3.4903,12.845200000000002,3.593
4066501,9,10.2708,19.6,2.2809999999999997
1007800,7.8,13.3778,67.5,4.929
4005200,8.7,6.225,19.5476,2.2800000000000002
4056800,10.7,8.3295,30.1,3.74
3116200,12.4,4.1618,20,0
2015700,11.5,3.3468,16.0645,4.2540000000000004
5014604,9.5,10.3964,6.3,2.6900000000000004
4007900,8.7,6.8463,16.7,3.9749999999999996
5009602,9,8.575,11.1,2.933
2023501,11,3.4591,34.6,3.575
2034800,12,4.2813,13.484800000000002,2.358
5023900,9.6,8.3883,10.7,3.4859999999999998
3112400,11.8,4.5213,20,0.156
3055000,9.2,6.0851,22.2,2.534
4071701,8.2,5.8941,42.9,3.5309999999999997
3107000,11.7,5.1549,9.06,0.649
4000400,9.2,6.3462,19.5,0.012
1004300,7.9,7.4877,38.2113,4.441
1021400,11,6.0863,29.4302,3.133
2019700,11,3.51,32.3,3.73
3017000,8.7,7.6857,17.8084,2.209
4052200,11.5,9.1313,16,0.106
5004000,10.7,3.3984,10.7004,3.4519999999999995
3075800,9,8.625,19.5,0.898
4016800,10.3,9.6607,31.4,1.563
3005202,8.9,7.724,26.2,0
4115900,7.6,5.9125,19.5,1.0790000000000002
4027400,11.4,7.538,16,0.42999999999999994
3094402,14.1,2.392,14.9,3.5620000000000003
4003200,8.7,5.36,19.5,4.367
3052900,11.4,2.7229,23.9,4.028
4045200,8.2,7.0625,34.3,0.175
4027200,12,6.3917,16,0
3025300,10.8,5.5417,21.7,3.998
2009200,9.7,5.0176,22.9,4.6240000000000006
3115000,11.7,4.5143,20,1.208
3039200,9.9,6.45,22.2,3.8689999999999993
4062300,9.2,8.7333,19.6,4.747000000000001
4098700,8.6,8.8077,19.5,3.526
3030000,8.5,5.2663,17.9968,3.398
3032500,12.2,5.1721,21.7,1.9620000000000002
2042000,12.1,4.2689,17.8,4.305
1016700,7.8,20.125,46.253699999999995,3.2870000000000004
4103300,8.7,8.7566,19.5,0.467
2035900,11.4,2.375,30.912100000000002,4.906000000000001
5024401,9.5,7.6394,6.3,3.525
4112300,7.6,9.525,30.2,0.051
4024000,9.6,4.54,16,1.068
4061800,11.1,8.1406,30.1,2.775
4134700,7.7,6.8485,34.3,1.9680000000000002
5013204,9.2,8.7561,6.293699999999999,3.8359999999999994
2017902,12.1,3.725,32.3,0.251
3028800,8.7,5.5625,17.8,1.036
3043400,8.7,4.9013,17.8,4.142
3023100,9.9,9.1047,42.5,2.134
2027700,10.2,2.9621,15.4,4.409000000000001
4079702,7.5,3.9553,19.5,4.031000000000001
3051900,8.2,14.3057,23.9,4.43
3078200,12.4,6.5294,21.8,0.361
4006502,8.6,8.407,16.7,3.7039999999999997
3000301,8.2,13.7157,42.5,4.4079999999999995
3015000,8.9,7.6083,26.174799999999998,2.149
3095800,12,6.1128,14.9,3.431
1028100,8.1,9.8125,45.9,3.396
4056500,8.7,7.1719,19.6,4.138999999999999
4018600,12.2,6.5875,16,1.4579999999999997
3019400,8.7,4.4258,25.1584,4.476999999999999
1025500,8.7,6.6466,45.9,1.853
3028400,9.3,6.1331,17.8,0.7770000000000001
3019600,9.1,4.7389,26.1916,1.191
4018300,7.9,7.5453,41.1,2.6639999999999997
4097202,13.6,3.1509,6.779599999999999,0.42800000000000005
1016200,10.5,3.253,59.4212,4
2030900,8.6,10.7768,15.4,0
4071304,8.6,5.5363,42.9,3.7379999999999995
3068000,11.1,8.5769,14.9,3.447
2030000,9.1,5.9899,26.5,2.892
4012500,8.3,8.3984,16.7,4.811
4037900,9,7.2799,33.7,3.005
4059200,11.3,11.5625,30.1,0
5018100,8.9,12.7074,11.1,2.207
1014700,7.3,20.7857,47.1064,3.9689999999999994
4002500,12.4,1.9178,19.0912,4.263
2002500,11.2,2.3115,27.9,4.644
3039600,9.7,6.4375,22.2,3.9710000000000005
1019800,10,7.6912,59.6,3.1609999999999996
4035300,9,4.975,33.7,4.72
2040400,12.6,7.9442,17.8,0.165
3042300,9.5,6.7056,16.2,3.626
2013300,12.2,2.3484,12.4186,4.202
4086100,7.5,4.899,19.5,0.29300000000000004
4025100,7.6,6.4763,41.1,3.96
4079200,11.3,8.1438,16,3.5100000000000002
4114700,8.1,8.9423,19.5,0.09499999999999999
4015000,9.2,9.2438,19.5,2.751
1018900,10.4,3.625,46.253699999999995,4.172000000000001
4030600,11.8,7.6755,28.3215,3.9949999999999997
4067700,8.7,10.1,19.6,0.5189999999999999
3051002,11.6,5.0625,19.5,4.241
2006800,10.7,5.4395,22.9,3.3840000000000003
4147100,7.6,8.5741,30.2,3.919
4004401,8.9,6.9583,29.8292,2.11
3049100,9.5,4.8566,23.8923,3.7760000000000002
3085600,12.2,6.1957,21.8,2.7300000000000004
3120000,11.1,4.7566,20,3.8990000000000005
2038700,11.3,3.597,32.5,4.284
3082200,12.3,5.1197,21.7847,4.411
4093402,8.9,8.7463,6.7932,1.9200000000000002
4011000,10.5,8.1667,19.523799999999998,0.513
3046400,10.4,5.7283,25.8,2.979
1007700,7.9,13.9815,38.2,4.757000000000001
4122300,7.6,6.9317,34.3,1.597
3005800,9.3,6.4875,26.2,0.6900000000000001
2022701,11.2,3.4159,34.5954,4.099
1002500,9.9,2.0868,49.386,4.359
2012701,10.9,3.1212,16.6,4.506
4020200,11.2,8.1667,16.0154,4.101999999999999
3012000,8.1,5.0833,26.2,4.4719999999999995
4007700,8,9.25,16.7,4.425000000000001
4047500,7,5.9076,36.2134,4.414
5014100,9.3,7.4773,10.7,4.188
3056500,8.4,10.6157,23.9,4.426
3098800,11.6,7.5339,14.9,2.5230000000000006
2022901,11.4,3.5461,34.5908,3.8810000000000002
4009500,8.4,8.25,16.7,4.805
2025400,9.9,5.2853,13,4.0009999999999994
4049200,10.3,7.415,32.6158,3.857999999999999
4054500,9,5.9187,19.5932,3.6870000000000003
4022002,8.7,7.1643,34.3,2.8999999999999995
2040302,10.5,3.7759,25,1.48
3088200,12.2,4.4623,21.8,3.776
1023300,9.5,5.7389,43.7,3.642
5029104,9,9.4292,11.1,3.5869999999999997
3102600,11.5,10.3229,14.9,0
4026200,11.6,7.2344,16,1.6860000000000002
4075702,7.6,10.899,42.9,1.557
4025700,7.6,7.1875,41.1,3.543
3007700,8.4,15.1307,24.8,1.855
1011500,7.5,11.0845,48.67960000000001,4.845
3061004,9.8,3.4432,20.2288,0.5169999999999999
3010400,8.3,4.4288,28.8876,0.31599999999999995
3004100,8.7,16.6339,42.5,4.404
3117400,9.5,6.4149,20,1.7080000000000002
5000600,9.5,6.6563,10.6679,4.1739999999999995
3045800,9.2,8.625,25.0944,1.6670000000000003
5015100,9,9.8438,10.7,2.67
4059800,10.9,8.8438,30.1,3.428
2016100,12.7,1.796,12.4,4.298
5014608,9.3,11.0469,6.3,3.0429999999999997
4026700,7.7,5.0613,36.2,4.396
2021002,11,5.5961,22.9,2.092
1018200,10.3,2.8235,59.6,4.827
2023800,10.2,5.2599,13.0198,4.114
3079802,11.4,7.0769,21.695600000000002,4.385
1002900,7.6,2.7908,40.739999999999995,4.132
2018900,11.5,2.7339,32.3,4.438000000000001
4033401,11.6,8.1311,16,3.2760000000000002
5012804,9.5,8.1107,9.208199999999998,1.865
1004800,8.4,14.75,67.464,4.784
3016600,9,11.3527,26.2,2.3879999999999995
3003000,8.8,8.875,26.2,0.269
1000600,9,1.66,49.401,2.697
3086800,13,4.6318,21.8,4.6579999999999995
3018700,9.5,10.8661,42.5,4.566
4037300,9.5,4.8913,33.7,4.776
4051700,9.5,8.6513,19.6,3.972
3075000,9.7,7.7433,19.5,0.241
2017500,12.4,2.663,32.3,2.396
3093800,12.4,7.5357,21.8,2.7
1026100,9.5,4.6853,45.9,4.43
4045700,6.8,5.9318,36.2,2.65
3013300,8.2,19.2813,24.8,2.507
4155102,8.2,9.2739,30.1,1.334
3054700,10.7,5.0272,23.876099999999997,3.999
4039800,11.4,10.0063,16,4.296
1024301,10.1,5.8077,45.9,4.276
3038800,9.1,6.4375,22.2,1.229
4130100,7.9,8.7404,30.1,3.971
1027500,8.7,10.6908,45.9,1.405
3049800,8.2,7.9583,25.8,2.8580000000000005
3025200,8.7,6.0173,17.8,4.568
2003300,12.3,2.2127,27.9,2.246
2031600,10.1,8.6048,13,1.8090000000000002
3030500,10.1,8.5985,25.1,2.232
2044200,13,5.5,17.8,3.02
4109300,7.8,8.9241,30.2,0.631
3035602,9.2,4.5163,19.4,2.694
3058400,9,6.8487,22.2,3.183
3042700,9.1,5.9965,16.2,3.4749999999999996
4006201,9.3,6.1514,31.4,2.37
3079000,12.5,6.1201,21.0364,4.363
3026900,11.5,6.6534,21.7,1.3590000000000002
4064600,11.3,8.7823,30.1,0.97
4032000,11.7,7.8355,29.5059,2.328
4084601,9.5,9.4297,31.4,3.626
1014402,8,13.1884,54.7452,1.6890000000000003
3067200,11.3,8.4438,14.9,4.567
3001100,7.3,14.2813,42.5,4.592
2036700,11.7,3.45,32.399499999999996,3.992
4094500,8.3,7.5048,19.5,2.214
4056000,8.7,7.0313,30.1,1.8100000000000003
3055700,8.8,9.2674,23.9,4.193
3072400,12,7.6618,14.9,3.6870000000000003
3113400,13.5,2.5469,20,0.774
3119000,10.6,4.4821,20,4.3500000000000005
3099800,11.8,7.7066,14.8553,0.601
4013000,8.3,7.3147,19.5,3.723
4058700,9.3,6.9358,19.6,2.611
3014500,8.5,8.7543,32,4.232
4029100,7.5,5.7989,34.218,4.033
4001900,7.1,14.1914,41.1,4.422
1001501,8,10.1037,34.5135,4.003
4099703,7.9,8.3669,22.8812,0
2021502,11.7,2.5238,34.6,4.104
3017800,8.5,7.0491,17.8,4.2170000000000005
3059600,8.7,4.7273,22.2,0
2042500,10.3,3.1723,24.925,3.9260000000000006
3064800,9.7,10.8438,14.9,2.926
3029500,11.1,6.0881,21.7,0
5019700,9,10.3,10.7,1.769
2036902,12.8,1.6293,32.419599999999996,4.369
3092400,12.6,2.8509,24.9,1.2399999999999998
3015900,8.3,14.99,18.8131,3.4400000000000004
3006300,8.3,12.4853,24.8,4.672000000000001
4019200,11.3,6.4627,16,1.298
5001700,8.8,4.2431,10.7,4.133
4065600,11.4,8.0604,30.1,1.308
3050804,11.1,6.0563,19.5,3.628
3118201,9.5,6.4094,20,0
3027400,9.2,7.0625,17.8,0
4011400,10.3,4.9223,19.5,2.8249999999999997
3021700,10.4,6.1466,25.0932,0.139
4004001,9.3,8.0192,19.535700000000002,3.9989999999999997
5031902,11.6,4.6118,10.6893,3.8349999999999995
3036600,9,4.805,19.4,3.589
2022401,10,5.5909,12.987,4.982
3084800,11.8,7.8125,21.8,3.444000000000001
1008100,7.9,13.707,48.65860000000001,4.691
4048000,9.5,7.1481,16,3.83
4124700,7.8,9.75,34.3,1.7489999999999999
1001002,9.9,2.323,49.4505,2.724
4060600,11,8.8214,30.1,0
2005100,12.6,1.9115,27.9,4.151000000000001
4043701,8.8,6.4946,36.2201,4.451
3023600,11.2,2.6855,25.8,0
3047400,10.7,3.8813,25.8,0.661
4049600,10,9.3295,30.0859,3.266
5006700,9.3,12.1176,10.7,2.6900000000000004
3089000,13.3,3.7746,22.122400000000003,2.3729999999999998
2026100,10,7.6272,25,2.9879999999999995
5007400,9.4,8.1033,8.780100000000001,3.2699999999999996
4023000,8.5,9.4667,34.3,0.106
4008700,12.3,2.675,16.6833,2.106
3011200,9.8,3.3673,25.8,1.2930000000000001
4027900,8.5,6.0911,33.7025,2.692
3008400,9.3,5.3304,32,4.605999999999999
1011203,7.8,15.9792,47.9,4.991
1002100,7.6,25,34.5,4.611
4087100,9.1,4.1484,19.5,4.438000000000001
1023000,12.3,3.6124,29.4,3.853
4077904,8.4,7.8348,34.3,3.6630000000000003
3020100,9.3,11.8285,42.482600000000005,2.6390000000000002
2024300,11.7,2.5088,34.6,4.52
4053800,11,10.1741,30.1,2.31
3116600,10.7,5.875,20,0.81
